language,sentence_id,surface,segmented,gloss,translation
lang1,621,"Héré fázumugo uvóvumamu, kúrumuvóruma lúmuralu izamigeme.","héré fázumu-ko i-vóvuma-mi, kúrumuvóruma lúmura-lu i-sami-ge-me","if sun-DEF.NEAR INAN-rise-WIT, morning beautiful INAN-be-FUT-INFER","If the sun rises, the morning will apparently be beautiful."
lang1,622,Tórumodórumagoo bíra tórunudórunu udórumodórumamu tórumobálara géni.,tórumodóruma-ko-o bíra tórunu-tórunu i-tórumo-dérimi-mi tórumobálara géni,gunslinger-DEF-ERG fifteen target-PL INAN-hit-finish-WIT bat INSTR,The gunslinger hit fifteen targets with the bat.
lang1,623,Dórumu shéneda udórumodórumamu kórumunu.,dórumu shéne-da i-tórumo-dérimi-mi kórumu-nu,child bone-INALIEN INAN-hit-finish-WIT classroom-INESS,The child's bone was broken in the classroom.
lang1,624,Nididegee tírimi sánomuzánomu idérimi ilímirimi.,ni-ti-te-ko-e tírimi sánomu~sánomu i-dérimi i-límiri-mi,1-2-PL-DEF-ERG together snack~PL INAN-share INAN-look.forward-WIT,We look forward to sharing snacks together.
lang1,625,Nímagoo tézimili vólumudógoru ubúrumamu sám míranispírani.,nìma-ko-o tézimili vólumudógoru i-púrumu-mi sám míranispíra-nu,ghost-DEF-ERG silver key INAN-hide-WIT empty grave-INESS,The ghost hid the silver key in the empty grave.
lang1,626,Nie dóruma kádingérevézi sómutsómut uzólumuzuzumu pírimi véri.,ni-e dóruma kádi-hére-vézi sómut~sómut i-zólumu-su-su-mi pírimi véri,1SG-ERG student four-score sentence-PL INAN-memorize-CAUS-CAUS-WIT exam BEN,I made the teacher have the student memorize thirty sentences for the exam.
lang1,627,Mógo lúmuralu kólo múranu hére míraninérili izamimi.,mógo lúmura-lu kólo múranu hére míraninéri-li i-sami-mi,world beautiful-ADJ circle life and death-ELAT INAN-be-WIT,The world is a beautiful circle of life and death.
lang1,628,Dárumodórumago xóronunu zórumalu tógoru igélimimi.,dárumodóruma-ko xóronu-nu zórumalu tógoru i-kélimi-mi,hunter-DEF field-INESS important tool INAN-find-WIT,The hunter found an important tool in the field.
lang1,629,Nie nérili dórava géni téreni igérimimi.,ni-e nérili dórava géni téreni i-kérimi-mi,1SG-ERG new system INSTR data INAN-calculate-WIT,I calculated the data with the new system.
lang1,630,Dórumadórumagoo tegee kávuru inizimimi hére dézari unárumumu.,dóruma-dóruma-ko-o te-ke-e kávuru i-nízimi-mi hére dézari i-nárumu-mi,student-PL-DEF-ERG PL.SUBJ-ERG coffee INAN-drink-WIT and homework INAN-write-WIT,The students drink coffee and write homework.
lang1,631,Zúragúragoo dóruma zúravórunu rázumurána ielirízimizizimi.,zúragúra-ko-o dóruma zúravórunu rázumurána i-elirízimi-su-su-mi,teacher-DEF-ERG student ancient alphabet INAN-read-CAUS-CAUS-WIT,The teacher had the student read the ancient alphabet.
lang1,632,Ħòrogoo mázumu arúzumuzubumu.,ħòro-ko-o mázumu a-rúzamu-su-bi-mi,crow-DEF-ERG cat ANIM-run-CAUS-BEN-WIT,The crow made the cat run for its own benefit.
lang1,633,"Héré lánumugo glizami, pórumugo félirini alózumugomo.","héré lánumu-ko glizami, pórumu-ko féliri-nu a-lózumu-ge-me","if moon-DEF.NEAR glow, owl-DEF sky-INESS ANIM-fly-FUT-INFER","If the moon glows, the owl will fly in the sky."
lang1,634,Tóralugóruamagoo nérili vérizima ilímirimi.,tóralu-góruamu-ko-o nérili vérizima i-límiri-mi,movie-creator-DEF-ERG new scene INAN-look.forward-WIT,The director looks forward to the new scene.
lang1,635,Nie vólumunu lúmuralu kírimi ivérimami há!,ni-e vólumu-nu lúmura-lu kírimi i-férimi-mi há,1SG-ERG window-INESS beautiful flower INAN-see-WIT MIR,"I saw a beautiful flower in the window, wow!"
lang1,636,Múranuspárazúradórumagoo zérimineli báruna igérimimi.,múranuspárazúradóruma-ko-o zérimineli báruna i-kérimi-mi,hospital-scholar-DEF-ERG weak animal INAN-calculate-WIT,The doctor examined the weak animal.
lang1,637,Pálumudórumagoo bíra kílimirigílimiri rómurunu arúzamumu.,pálumudóruma-ko-o bíra kílimiri-kílimiri rómuru-nu a-rúzamu-mi,athlete-DEF-ERG fifteen kilometer-PL island-INESS ANIM-run-WIT,The athlete ran fifteen kilometers on the island.
lang1,638,Nie nili lórada géni sagúra kírimi ulóradárumumu.,ni-e ni-lòra-ta géni sagúra kírimi i-lóradárumu-mi,1SG-ERG 1SG-hand-INALIEN INSTR cherry flower INAN-reach-WIT,I reached for the cherry blossom with my own hand.
lang1,639,Ħórumuvórumanu xálonu némimi xóronunu izamimi.,ħórumu-vóruma-nu xálo-nu némimi xóronu-nu i-sami-mi,winter-spring-INESS gutter-INESS float field-INESS INAN-be-WIT,"In April, there is floating debris in the gutter by the field."
lang1,640,Lízireo nèmispírani mimísmige azólumuzumu?,lízire-o nèmispíra-nu mimísmi-ko a-sólumu-su-mi,who-ERG prison-INESS mime-DEF ANIM-sit-CAUS-WIT,Who made the mime sit in the prison?
lang1,641,Nie pórumubórumu vórulunu ubúruma avérimami.,ni-e pórumu-pórumu vórulu-nu i-púrumu a-vérima-mi,1SG-ERG owl-PL park-INESS INAN-hide ANIM-see-WIT,I saw the owls hiding in the park.
lang1,642,"Héré málalunulu inérimimi, dórumago isérimidérimigeme.","héré málalunulu i-nérimi-mi, dóruma-ko i-sérimi-dérimi-ge-me","if wealth INAN-endure-WIT, student-DEF INAN-learn-finish-FUT-INFER","If the funding holds, the student will graduate."
lang1,643,Lámorudórugoo rázumurána udórumosuzumu rómurunu.,lámorudóru-ko-o rázumurána i-tórumo-su-mi rómuru-nu,musician-DEF-ERG alphabet INAN-give-CAUS-WIT island-INESS,The musician had the alphabet taught on the island.
lang1,644,"Ħórumuvórumanu dága shíynimili izamimili, máys idárimigeme.",ħórumu-vóruma-nu daga shíynimili i-sami-mi-li máys i-dárimi-ge-me,winter-spring-INESS soil wet-ADJ INAN-be-WIT-ELAT corn INAN-grow-FUT-INFER,"Because the soil is wet in April, the corn will apparently grow."
lang1,645,"Nie tímege xòrolughòron idémenimi, héré tímee kávuru inázimimi.",ni-e tíme-ko xòrolughòron i-témeni-mi héré tíme-e kávuru i-názimi-mi,1SG-ERG 2SG.FORMAL-DEF rage INAN-judge-WIT because 2SG.FORMAL-ERG coffee INAN-refuse-WIT,I judge your rage to be because you refused coffee.
lang1,646,Mózu tóralugoo nérili dórava idémenidérimimi.,mózu tóralu-ko-o nérili dórava i-témeni-dérimi-mi,terror movie-DEF-ERG new system INAN-judge-finish-WIT,The horror movie finalized the evaluation of the new system.
lang1,647,"Nie dórumamúru kánaralu bóromuzubumi, teke uválumulu.",ni-e dórumu~múru kánara-lu bóromu-su-bi-mi te-ke i-fálumu-li,1SG-ERG child~PL karaoke-ILL go-CAUS-BEN-WIT 3PL.SUBJ INAN-enjoy-PURP,I had the children go to karaoke for their benefit so they might enjoy it.
lang1,648,Ħárumushkoo éleli mìlimìli ubúrumami kóvununu.,ħárum-ko-o éle-li mìli~mìli i-púrumu-mi kóvunu-nu,hawk-DEF-ERG swan-POSS feather~PL INAN-hide-WIT garden-INESS,The hawk hid the swan's feathers in the garden.
lang1,649,Píbibíbige lúmura kírimili ulóradárumumu.,píbi-píbi-ko lúmura kírimi-lu i-lóradárumu-mi,hummingbird-PL-DEF beautiful flower-ILL INAN-reach-WIT,The hummingbirds reached for the beautiful flower.
lang1,650,Mimísmigee nebárimilimi rázumurána unárumumu.,mimísmi-ko-o nebárimilimi rázumurána i-nárumu-mi,mime-DEF-ERG silently alphabet INAN-write-WIT,The mime silently wrote the alphabet.
lang1,651,Nie stáduradóruma dézari izérimizizizimi.,ni-e stádira-dóruma dézari i-sérimi-su-su-mi,1SG-ERG statistics-student homework INAN-ensure-CAUS-CAUS-WIT,I made the teacher have the statistics student do the homework.
lang1,652,Ħòrogoo xóronuzámushnu pegádingéreténa vónuma azálumumu.,ħòro-ko-o xóronu-sám-nu po-kádi-hére-téna vónuma a-zálumu-mi,crow-DEF-ERG desert-INESS fifty-four fruit ANIM-eat-WIT,The crow ate fifty-four pieces of fruit in the desert.
lang1,653,Dórumagoo zórumalu tógoru ugázumudarumumu há!,dóruma-ko-o zórumalu tógoru i-kázumu-dérimi-mi há,student-DEF-ERG important tool INAN-repair-finish-WIT MIR,"The student finished repairing the important tool, wow!"
lang1,654,Nie fúramunu xúbaru ugóruamuzuzumu.,ni-e fúramu-nu xúbaru i-góruamu-su-su-mi,1SG-ERG race-INESS satellite INAN-create-CAUS-CAUS-WIT,I had the engineers make the satellite during the race.
lang1,655,Dóramudórumagoo márununu sánomuzánomu azálumumu.,dóramu-dóramu-ko-o márunu-nu sánomu~sánomu a-zálumu-mi,boy-PL-DEF-ERG market-INESS snack~PL ANIM-eat-WIT,The boys ate snacks in the market.
lang1,656,Nie nérili móluru géni Aaruma izérimimi.,ni-e nérili móluru géni Aaruma i-sérimi-mi,1SG-ERG new dictionary INSTR Aaruma INAN-learn-WIT,I learned Aaruma with a new dictionary.
lang1,657,Máguzúrazóronaragoo dórumadóruma nérili mánaru asérimizizimi.,máguzúrazóronara-ko-o dóruma~dóruma nérili mánaru a-sérimi-su-su-mi,honoured-leader-DEF-ERG student~PL new song ANIM-learn-CAUS-CAUS-WIT,The emperor made the students learn a new song.
lang1,658,"Héré fázumugo uvóvumamu, túrumutúrumugoo félirini alózumugumu.","héré fázumu-ko i-vóvuma-mi, túrumu-túrumu-ko-o féliri-nu a-lózumu-ge-me","if sun-DEF.NEAR INAN-rise-WIT, bird-PL-DEF-ERG sky-INESS ANIM-fly-FUT-INFER","If the sun rises, the birds will fly in the sky."
lang1,659,Zúradórumagoo térenili nérili fénara ivírimimi.,zúradóruma-ko-o téreni-li nérili fénara i-fírimi-mi,scholar-DEF-ERG data-ELAT new algorithm INAN-build-WIT,The scholar built a new algorithm from the data.
lang1,660,Nie vórulunu kóru vúlumu avérimami.,ni-e vórulu-nu kóru vúlumu a-férimi-mi,1SG-ERG park-INESS six fox ANIM-see-WIT,I saw six foxes in the park.
lang1,661,"Héré rázumurána hélirili samimi, dórumago fúduru ielirízimigeme.","héré rázumurána hélirili sami-mi, dóruma-ko fúduru i-elirízimi-ge-me","if alphabet efficient be-WIT, student-DEF quickly INAN-read-FUT-INFER","If the alphabet is efficient, the student will read quickly."
lang1,662,Dárumodórumagoo xóronunu pogádingéreá túrumu adárumumu.,dárumodóruma-ko-o po-kádi-hére-ú túrumu a-dárumu-mi,hunter-DEF-ERG two-twenty-and-eight bird ANIM-chase-WIT,The hunter chased forty-eight birds in the field.
lang1,663,Nie kómurunu nérili dózama ubálumumu.,ni-e kómuru-nu nérili dózama i-pálumu-mi,1SG-ERG computer-INESS new game INAN-play-WIT,I played a new game on the computer.
lang1,664,Dórumugo kóramudógorunu lúmura kírimi igélimimi.,dórumu-ko kóramudógoru-nu lúmura kírimi i-kélimi-mi,child-DEF tree-INESS beautiful flower INAN-find-WIT,The child found a beautiful flower in the tree.
lang1,665,Lámorudórugoo zéreniri sélimi pálumuma abálumumu.,lámorudóru-ko-o zéreniri sélimi pálumuma a-pálumu-mi,musician-DEF-ERG every day instrument ANIM-play-WIT,The musician plays the instrument every day.
lang1,666,Nie pélanigéni fúzu zángurumúru ivérimami.,ni-e pélani-géni fúzu zánguru~múru i-férimi-mi,1SG-ERG telescope-INSTR twelve planet~PL INAN-see-WIT,I saw twelve planets with the telescope.
lang1,667,Zúragúragoo dórumadóruma mólurumóluru ubárumazumu.,zúragúra-ko-o dóruma~dóruma móluru~móluru i-páruma-su-mi,teacher-DEF-ERG student~PL dictionary~PL INAN-possess-CAUS-WIT,The teacher made the students have dictionaries.
lang1,668,Ħárumushkoo màrunu éleli mìlimìli ubúrumamu.,ħárum-ko-o màru-nu éle-li mìli-mìli i-púrumu-mi,hawk-DEF-ERG valley-INESS swan-POSS feather-PL INAN-hide-WIT,The hawk hid the swan's feathers in the valley.
lang1,669,Nie dézari unárumumu héré kávuru inízimimi.,ni-e dézari i-nárumu-mi héré kávuru i-nízimi-mi,1SG-ERG homework INAN-write-WIT while coffee INAN-drink-WIT,I write homework while drinking coffee.
lang1,670,Mázumugo kóvununu polunámora adárumumu há!,mázumu-ko-o kóvunu-nu polunámora a-dárumu-mi há,cat-DEF-ERG garden-INESS lizard ANIM- chase-WIT MIR,"The cat chased the lizard in the garden, wow!"
lang1,671,Héré pálumudórumago fúramunu arúzamumu górumala izamigeme.,"héré pálumudóruma-ko fúramu-nu a-rúzamu-mi, górumu-la i-sami-ge-me","if athlete-DEF race-INESS ANIM-run-WIT, grateful-ADJ INAN-be-FUT-INFER","If the athlete runs in the race, (they) will be grateful."
lang1,672,Zúravórunu shénezhéneni rázumurána izéradimimi.,zúravórunu shéne-shéne-nu rázumurána i-séradi-mi,ancient bone-PL-INESS alphabet INAN-remain-WIT,The alphabet remains on the ancient bones.
lang1,673,Nie sánomunáru sánomuzánomu udórumozuzubumu.,ni-e sánomu-nári sánomu~sánomu i-tórumu-su-bi-mi,1SG-ERG snacker snack~PL INAN-give-CAUS-BEN-WIT,I had snacks given to the snacker for their benefit.
lang1,674,Tóralunárumagoo pánurunu lúmura mánaru ibárimimi.,tóralu-náruma-ko-o pánuru-nu lúmura mánaru i-bárimi-mi,actor-DEF-ERG library-INESS beautiful song INAN-hear-WIT,The actor heard a beautiful song in the library.
lang1,675,Ħórumuvórumanu séliru félirili zúra lúmuralu izamimi.,ħórumu-vóruma-nu séliru félirili zúra lúmura-lu i-sami-mi,winter-spring-INESS ocean blue-ADJ very beautiful INAN-be-WIT,"In April, the blue ocean is very beautiful."
lang1,676,Nie dómuru udólumumu héré fázuma uvónamu.,ni-e dómuru i-dólumu-mi héré fázuma i-vóna-mi,1SG-ERG house INAN-lose-WIT when storm INAN-evoke-WIT,I lost the house when the storm arose.
lang1,677,Dórumadórumagoo spírani nérili fénara ugóruamumu ivézimimi.,dóruma~dóruma-ko-o spíra-nu nérili fénara i-góruamu-mi i-vézimi-mi,student~PL-DEF-ERG room-INESS new algorithm INAN-create-WIT INAN-want-WIT,The students want to create a new algorithm in the room.
lang1,678,Ħòrogoo máyspánomu fízanini azálumumu.,ħòro-ko-o máys-pánomu fízani-nu a-zálumu-mi,crow-DEF-ERG popcorn kitchen-INESS ANIM-eat-WIT,The crow ate the popcorn in the kitchen.
lang1,679,"Héré dénili xélirili samimi, ni zúra férimala izamigeme.","héré dénili xélirili sami-mi, ni zúra férimala i-sami-ge-me","if documentation true be-WIT, 1SG very happy INAN-be-FUT-INFER","If the documentation is true, I will be very happy."
lang1,680,Dórumago pánurunu móluru udólumumu.,dóruma-ko pánuru-nu móluru i-dólumu-mi,student-DEF library-INESS dictionary INAN-lose-WIT,The student lost the dictionary in the library.
lang1,681,Nie xázunulu téziri inizimimi héré órumo ivézimimi.,ni-e xázunulu téziri i-nízimi-mi héré órumo i-vézimi-mi,1SG-ERG hot tea INAN-drink-WIT and sleep INAN-want-WIT,I drink hot tea and want to sleep.
lang1,682,Mógo lúmura kólo múranu hére míraninéri izamimi.,mógo lúmura-lu kólo múranu hére míraninéri i-sami-mi,world beautiful circle life and death INAN-be-WIT,The world is a beautiful circle of life and death.
lang1,683,Zúradórumagoo pánurunu lúmuralu rélamarélama ielirízimimi.,zúradóruma-ko-o pánuru-nu lúmura-lu rélama-rélama i-elirízimi-mi,scholar-DEF-ERG library-INESS beautiful-ADJ poem~PL INAN-read-WIT,The scholar read beautiful poems in the library.
lang1,684,Nie nérili tógoru géni kóramudógorugóvunu ivírimimi.,ni-e nérili tógoru géni kóramudógoru-kóvunu i-fírimi-mi,1SG-ERG new tool INSTR tree-garden INAN-build-WIT,I built a tree garden with a new tool.
lang1,685,Máguzúrazóronaragoo pálumudóruma vézi kílimiri arúzamuzuzubumu.,máguzúrazóronara-ko-o pálumudóruma vézi kílimiri a-rúzamu-su-bi-mi,honoured-leader-DEF-ERG athlete ten kilometer ANIM-run-CAUS-BEN-WIT,The emperor had the athlete run ten kilometers for the people's benefit.
lang1,686,"Héré kúrumuvórumanu izhíynimi, éle lúmuralu zárununu inémigeme.","héré kúrumuvóruma-nu i-shíyni-mi, éle lúmura-lu zárunu-nu i-némi-ge-me","if morning-INESS INAN-rain-WIT, swan beautiful-ADJ river-INESS INAN-float-FUT-INFER","If it rains in the morning, the beautiful swan will float on the river."
lang1,687,Zúragúragoo dórumadóruma nérili rázumurána uzólumuzuzumu.,zúragúra-ko-o dóruma~dóruma nérili rázumurána i-zólumu-su-su-mi,teacher-DEF-ERG student~PL new alphabet INAN-memorize-CAUS-CAUS-WIT,The teacher made the students memorize a new alphabet.
lang1,688,Nie vórulunu lúmuralu túrumu ibárimimi héré mánarumama.,ni-e vórulu-nu lúmura-lu túrumu i-bárimi-mi héré mánaruma-mi,1SG-ERG park-INESS beautiful bird INAN-hear-WIT while sing-WIT,I heard a beautiful bird in the park while it was singing.
lang1,689,"Héré málalununulu inérimimi, nérili dénili ugóruamugomo.","héré málalunulu i-nérimi-mi, nérili dénili i-góruamu-ge-me","if wealth INAN-endure-WIT, new documentation INAN-create-FUT-INFER","If the funding holds, new documentation will be created."
lang1,690,Nie kómurunu stádira téreni igérimimi héré tránzuru izérimimi.,ni-e kómuru-nu stádira téreni i-kérimi-mi héré tránzuru i-sérimi-mi,1SG-ERG computer-INESS statistics data INAN-calculate-WIT while transformer INAN-learn-WIT,I calculated statistics data on the computer while learning about transformers.
lang1,691,Dárumodórumagoo kóramudógorughóronunu bóħrunu vúlumu adárumumu.,dárumodóruma-ko-o kóramudógoru~xóronu-nu bóħrunu vúlumu a-dárumu-mi,hunter-DEF-ERG forest-INESS black fox ANIM-chase-WIT,The hunter chased a black fox in the forest.
lang1,692,Nie xóronuzámushnu vézi kárunugárunu ivérimami.,ni-e xóronuzám-nu vézi kárunu-kárunu i-férimi-mi,1SG-ERG desert-INESS ten rock~PL INAN-see-WIT,I saw ten rocks in the desert.
lang1,693,Lámorudórugoo mánaru unárumumu héré séliru ivérimami.,lámoru~dóru-ko-o mánaru i-nárumu-mi héré séliru i-férimi-mi,musician-DEF-ERG song INAN-write-WIT while ocean INAN-see-WIT,The musician wrote a song while looking at the ocean.
lang1,694,Zúragúragoo dórumu kórumunu pálumuma abálumusuzumu.,zúragúra-ko-o dórumu kórumu-nu pálumuma a-pálumu-su-mi,teacher-DEF-ERG child classroom-INESS instrument ANIM-play-CAUS-WIT,The teacher made the child play the instrument in the classroom.
lang1,695,Nie sádumu séliminu lúmuralu tóralu uválumumu.,ni-e sádumu sélimi-nu lúmura-lu tóralu i-fálumu-mi,1SG-ERG last day-INESS beautiful movie INAN-enjoy-WIT,I enjoyed a beautiful movie yesterday.
lang1,696,Dórumagoo pánurunu móluru nérili ubárumamu.,dóruma-ko-o pánuru-nu móluru nérili i-páruma-mi,student-DEF-ERG library-INESS dictionary new INAN-possess-WIT,The student possesses a new dictionary in the library.
lang1,697,"Héré zárunubárolunu izhíynimi, ni súmurunu aórumomu.","héré zárunu~bárolu-nu i-shíyni-mi, ni súmuru-nu a-órumo-mi","if riverbank-INESS INAN-rain-WIT, 1SG bed-INESS ANIM-sleep-WIT","If it rains on the riverbank, I sleep in my bed."
lang1,698,Tóralunárumagoo xérali tálimidérimi idálimimi.,tóralu~náruma-ko-o xérali tálimidérimi i-tálimi-mi,movie-person-DEF-ERG expressive speech INAN-speak-WIT,The actor spoke an expressive speech.
lang1,699,Ħòrogoo mázumu márununu arúzumuzumu.,ħòro-ko-o mázumu márunu-nu a-rúzamu-su-mi,crow-DEF-ERG cat market-INESS ANIM-run-CAUS-WIT,The crow made the cat run in the market.
lang1,700,Nie nérili mánaruma unárumu ivézimimi héré kánaralu bóromumu.,ni-e nérili mánaruma i-nárumu i-vézimi-mi héré kánara-lu bóromu-mi,1SG-ERG new lyric INAN-write INAN-want-WIT when karaoke-ILL go-WIT,I want to write new lyrics when I go to karaoke.
lang1,701,Dórumago fízanini lúmuralu sánomu azálumumu.,dóruma-ko fízani-nu lúmura-lu sánomu a-zálumu-mi,student-DEF kitchen-INESS beautiful-ADJ snack ANIM-bite-WIT,The student ate a beautiful snack in the kitchen.
lang1,702,Nie nérili dézarili pélani zánguru ivérimami.,ni-e nérili dézari-li pélani zánguru i-férimi-mi,1SG-ERG new project-ELAT far planet INAN-see-WIT,I saw a distant planet for the new project.
lang1,703,Máguzúrazóronaragoo fálurunadóruma várigádi kéridárimi várigádi igérimizizimi.,máguzúrazóronara-ko-o fálurunadóruma vári-kádi kéridárimi vári-kádi i-kérimi-su-mi,honoured-leader-DEF-ERG astronomer four-score star INAN-calculate-CAUS-WIT,The emperor made the astronomer calculate eighty times eighty.
lang1,704,"Héré lánumugo glizami, mázumugo kóvununu aórumogomo.","héré lánumu-ko glizami, mázumu-ko kóvunu-nu a-órumo-ge-me","if moon-DEF.NEAR glow, cat-DEF garden-INESS ANIM-sleep-FUT-INFER","If the moon glows, the cat will apparently sleep in the garden."
lang1,705,Nie nili lórada géni tézimili vólumudógoru ulóradárumumu.,ni-e ni-lòra-ta géni tézimili vólumutógoru i-lóradárumu-mi,1SG-ERG 1SG-hand-INALIEN INSTR silver key INAN-reach-WIT,I reached for the silver key with my own hand.
lang1,706,Dórumadórumagoo dénimini nérili dórava ivérimami há!,dóruma-dóruma-ko-o dénimi-nu nérili dórava i-férimi-mi há,student-PL-DEF-ERG school-INESS new system INAN-see-WIT MIR,"The students saw the new system at school, wow!"
lang1,707,Teli númagoo dómurunu niza nérili súmurumúru idézimimi.,teli núma-ko-o dómuru-nu niza nérili súmuru~múru i-dézimi-mi,1PL.POSS family-DEF-ERG house-INESS eight new bed~PL INAN-need-WIT,Our family needs eight new beds in the house.
lang1,708,Nie zángurunu málalu kólo ivérimami héré pélanige ivérimami.,ni-e zánguru-nu málalu kólo i-férimi-mi héré pélani-ke i-férimi-mi,1SG-ERG planet-INESS gold circle INAN-see-WIT while telescope-INSTR INAN-see-WIT,I saw a golden circle on the planet while looking through the telescope.
lang1,709,Mógogoo mánaru unárumu dénili igérimimi.,mógo-ko-o mánaru i-nárumu dénili i-kérimi-mi,world-DEF-ERG song INAN-write documentation INAN-ensure-WIT,The world's song ensures the documentation.
lang1,710,Máguzúrazóronaragoo dórumadóruma nérili dénili ielirízimizibimi.,máguzúrazóronara-ko-o dóruma~dóruma nérili dénili i-elirízimi-su-bi-mi,honoured-leader-DEF-ERG student~PL new documentation INAN-read-CAUS-BEN-WIT,The emperor had the students read the new documentation for their benefit.
lang1,711,"Héré fázumugo uvóvumamu, zánguru glízali izamigeme.","héré fázumu-ko i-vóvuma-mi, zánguru glízali i-sami-ge-me","if sun-DEF.NEAR INAN-rise-WIT, planet bright INAN-be-FUT-INFER","If the sun rises, the planet will apparently be shining."
lang1,712,Zúragúragoo dóruma pórunu ugázumuzuzumu.,zúragúra-ko-o dóruma pórunu i-kázumu-su-su-mi,teacher-DEF-ERG student bicycle INAN-repair-CAUS-CAUS-WIT,The teacher made the student repair the bicycle.
lang1,713,Nie pánurunu lúmuralu móluru igélimimi héré kávuru inizimimi.,ni-e pánuru-nu lúmura-lu móluru i-kélimi-mi héré kávuru i-nízimi-mi,1SG-ERG library-INESS beautiful dictionary INAN-find-WIT while coffee INAN-smell-WIT,I found a beautiful dictionary in the library while smelling coffee.
lang1,714,Ħòrogoo dórumu záluma azálumuzuzumu.,ħòro-ko-o dórumu záluma a-zálumu-su-su-mi,crow-DEF-ERG child food ANIM-eat-CAUS-CAUS-WIT,The crow made the child eat the food.
lang1,715,Nie vórulunu náni vúlumu avérimami héré pálumumu.,ni-e vórulu-nu náni vúlumu a-férimi-mi héré pálumu-mi,1SG-ERG park-INESS five fox ANIM-see-WIT while play-WIT,I saw five foxes in the park while they played.
lang1,716,Dárumodórumagoo xóronunu tézimili tórumodógoru uúrumamu.,dárumodóruma-ko-o xóronu-nu tézimili tórumodógoru i-púrumu-mi,hunter-DEF-ERG field-INESS metal weapon INAN-hide-WIT,The hunter hid the metal weapon in the field.
lang1,717,Nie nérili tógoru géni kólo lúmuralu ivírimimi.,ni-e nérili tógoru géni kólo lúmura-lu i-fírimi-mi,1SG-ERG new tool INSTR circle beautiful INAN-build-WIT,I built a beautiful circle with a new tool.
lang2,1,Lííngírìù tóràlúnàrúmàgà nàrúmànàrúmàlú púúrúmúnú llímíréngàmí ídàlímíngíngímí.,,,Who made the actor tell the secret message to the people?
lang2,2,Sàmí hérì hàmínì -- kùgù hélímàqngà,,,To be or not to be -- that is the question.
lang2,3,Tóràlúnú líímìrígùùg ní àgérímàlàngímí.,,,The music in the movie makes me happy.
lang2,4,ngérìní þàdórúmàdórúmàgùùg tìqgììd nótúrú ídéngímímí.,,,Many students need a notebook.
lang2,5,"Þàdéngàrí nàrúgúlú íngàmímí, hérì þàdórúmàdórúmàgùùg tìqgììd ngérìnírí þàdéngàrú úngólúmúmú.",,,"The homework is difficult, but the students memorize everything."
lang2,6,ngúúràdórúmàgùùg þàdórúmú líínìní íngérímíngíhímí pànúrúnú.,,,The scholar had the teacher make the child learn linguistics in the library.
lang2,7,Níì nérílí þàdóràvàgà þàqgéní térìní íqgérímímí.,,,I calculated the data with the new system.
lang2,8,Nàrúmànàrúmàgùùg màrúnúnú màyh íqgélímímí.,,,People find corn in the market.
lang2,9,"ggérímàqngà hàqngà? Þàdùygù pù pííngàqngà pù tórúmúbú, ní Þàdùynú lííngìràqngà fàlúmúnù, hérì pù!",,,"Look! Doughy’s is having two-for-one pizza; I don't like Doughy’s, but two!"
lang2,10,kùgù vvóngúmú ngúúràgà lórúmàgà íngàmímí.,,,This introduction is very long.
lang2,11,ħħàrùgùùg màngúmú màrúnúnú àrúúngúmúngúmú.,,,The crow made the cat run in the market.
lang2,12,Lúúnàgà nólúmúlú þàbàbúúnúshbàbúúnúshgùùg xórùnúnú vvónúmàgà àngàlàmímí.,,,Nineteen lazy baboons bit the fruit in the desert.
lang2,13,Þàdórúmàdórúmàgùùg tìqgììd kàvúrú ídéngímímí hérì úlómàmúmú.,,,The students need coffee and are procrastinating.
lang2,14,"Nàrúmànàrúmàgùùg tìqgììd kàvúrú hérì téngírí ngéràní ínííngímímí, hérì tìqgì àórúmúmú úfàrúmúnìmú.",,,"People always drink coffee and tea, and cannot sleep."
lang2,15,"ħħórúmúvórúmànú þàdàqgàqngà shííynímílí íngàmímílí, màyh ídàrímíqgìmì.",,,"Because the soil is wet in April, I see the corn will grow."
lang2,16,Lííngírìù ngúúràvórúnú shónùmúúrúnú ràngúmúrànàgà únàrúmúmú?,,,Who wrote the alphabet on the ancient bones?
lang2,17,Kìqgì þàdùnúbànúlú íngàmímí hàqngà?,,,"This belongs in a museum!"" (Literal: ""This is into the museum, wow!"")"
lang2,18,"Pìrélìqgì pélàní lóngúmúdàngúmúmú, hérì fàngúmúgù úvóvúmàmú.",,,The two swans must fly far before the storm rises.
lang2,19,ħħàrúmúshkùùg màrúnú élìlí mìlímìlí úbúúrúmàmú.,,,The hawk hid the swan's feathers in the valley.
lang2,20,Ú nólúmúlú þàbàbúúnúshgùùg màrúnú àórúmùmú.,,,Eight lazy baboons sleep in the valley.
lang2,21,ngúúràdórúmàgù kàrúnúdóngàmàgà hélímàqngà úngólúmú ídéngímímí.,,,The scholar must memorize the rules of the complex board game
lang2,22,ħħàrúmúshgùùg ħħàrùgù shííynímílí àdàrúmúmú.,,,The hawk chased the crow into the mist.
lang2,23,"Héré ngérímílí bbúúrú hàmímí, fúúmàgà kélírílí þàbórùmúmú.",,,"If the wind is strong, the smoke goes into the sky."
lang2,24,Sélímílí hérímíníngéràdàrímàqgììd pìqgàdí vvónúvónú kóvúnúnú íqgélímímí.,,,A lucky scientist found forty seeds in the ancient garden.
